2025-12-05 10:27:43,848 | Portion3 | WARNING | MT5 initialization failed - running in simulation mode
2025-12-05 10:27:43,849 | Phase6 | INFO | All 6 portions initialized successfully
2025-12-05 10:27:43,850 | Phase6 | INFO | Phase 6 Pipeline initialized successfully
2025-12-05 10:28:49,621 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:29:55,390 | Portion1 | ERROR | MT5 not initialized
2025-12-05 10:29:55,391 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.00)
2025-12-05 10:29:55,393 | Phase6 | INFO | Shutting down Phase 6 Pipeline...
2025-12-05 10:31:00,959 | Phase6 | ERROR | Failed to save pipeline state: [Errno 2] No such file or directory: 'state/pipeline_state.pkl'
2025-12-05 10:31:00,960 | Phase6 | INFO | Phase 6 Pipeline shutdown complete
2025-12-05 10:31:34,053 | Phase6 | INFO | ============================================================
2025-12-05 10:31:34,054 | Phase6 | INFO | Initializing Advanced 6-Phase Trading Pipeline v1.0.0
2025-12-05 10:31:34,056 | Phase6 | INFO | ============================================================
2025-12-05 10:32:39,841 | Phase6 | WARNING | MT5 not available - running in simulation mode
2025-12-05 10:32:39,843 | Portion1 | INFO | Signal model loaded (placeholder)
2025-12-05 10:34:51,556 | Portion3 | WARNING | MT5 initialization failed - running in simulation mode
2025-12-05 10:34:51,557 | Phase6 | INFO | All 6 portions initialized successfully
2025-12-05 10:34:51,558 | Phase6 | INFO | Phase 6 Pipeline initialized successfully
2025-12-05 10:35:57,400 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:37:03,171 | Portion1 | ERROR | MT5 not initialized
2025-12-05 10:37:03,173 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.00)
2025-12-05 10:37:03,193 | Phase6 | INFO | ============================================================
2025-12-05 10:37:03,194 | Phase6 | INFO | Initializing Advanced 6-Phase Trading Pipeline v1.0.0
2025-12-05 10:37:03,196 | Phase6 | INFO | ============================================================
2025-12-05 10:37:03,217 | Portion1 | INFO | Signal model loaded (placeholder)
2025-12-05 10:37:03,248 | Portion3 | INFO | MT5 initialized successfully
2025-12-05 10:37:03,250 | Phase6 | INFO | All 6 portions initialized successfully
2025-12-05 10:37:03,252 | Phase6 | INFO | Phase 6 Pipeline initialized successfully
2025-12-05 10:37:03,253 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:37:03,295 | Portion1 | INFO | Signal generated for USDJPYm: 0 (confidence: 0.50)
2025-12-05 10:37:03,297 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.50)
2025-12-05 10:37:03,316 | Phase6 | INFO | Shutting down Phase 6 Pipeline...
2025-12-05 10:37:03,334 | Phase6 | INFO | MT5 connection closed
2025-12-05 10:37:03,335 | Phase6 | ERROR | Failed to save pipeline state: [Errno 2] No such file or directory: 'state/pipeline_state.pkl'
2025-12-05 10:37:03,336 | Phase6 | INFO | Phase 6 Pipeline shutdown complete
2025-12-05 10:37:03,338 | Phase6 | INFO | Shutting down Phase 6 Pipeline...
2025-12-05 10:37:03,360 | Phase6 | INFO | MT5 connection closed
2025-12-05 10:37:03,362 | Phase6 | ERROR | Failed to save pipeline state: [Errno 2] No such file or directory: 'state/pipeline_state.pkl'
2025-12-05 10:37:03,364 | Phase6 | INFO | Phase 6 Pipeline shutdown complete
2025-12-05 10:37:03,369 | Phase6 | INFO | ============================================================
2025-12-05 10:37:03,370 | Phase6 | INFO | Initializing Advanced 6-Phase Trading Pipeline v1.0.0
2025-12-05 10:37:03,372 | Phase6 | INFO | ============================================================
2025-12-05 10:37:03,399 | Portion1 | INFO | Signal model loaded (placeholder)
2025-12-05 10:37:03,446 | Portion3 | INFO | MT5 initialized successfully
2025-12-05 10:37:03,448 | Phase6 | INFO | All 6 portions initialized successfully
2025-12-05 10:37:03,450 | Phase6 | INFO | Phase 6 Pipeline initialized successfully
2025-12-05 10:37:03,451 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:37:03,489 | Portion1 | INFO | Signal generated for USDJPYm: 0 (confidence: 0.50)
2025-12-05 10:37:03,491 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.50)
2025-12-05 10:37:03,541 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:37:03,572 | Portion1 | INFO | Signal generated for USDJPYm: 0 (confidence: 0.50)
2025-12-05 10:37:03,573 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.50)
2025-12-05 10:37:03,601 | Phase6 | INFO | Starting pipeline cycle for USDJPYm
2025-12-05 10:37:03,626 | Portion1 | INFO | Signal generated for USDJPYm: 0 (confidence: 0.50)
2025-12-05 10:37:03,627 | Phase6 | INFO | No trading signal for USDJPYm (confidence: 0.50)
2025-12-05 10:37:03,670 | Phase6 | INFO | Shutting down Phase 6 Pipeline...
2025-12-05 10:37:03,686 | Phase6 | INFO | MT5 connection closed
2025-12-05 10:37:03,688 | Phase6 | ERROR | Failed to save pipeline state: [Errno 2] No such file or directory: 'state/pipeline_state.pkl'
2025-12-05 10:37:03,694 | Portion5 | INFO | Performance report saved: logs/performance_20251205_103703.json
2025-12-05 10:37:03,696 | Phase6 | INFO | Phase 6 Pipeline shutdown complete
